subject	world	square_path	chosen_node_path	chosen_value	expected_tau 
S334404	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S336295	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S337973	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S34222	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S342386	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S34564	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S355417	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.423	3.177
S357773	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S365730	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S368470	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S37550	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.769	1.722
S376806	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S381257	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S391243	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S394005	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S398678	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S402333	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S409816	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S411804	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.423	3.177
S413158	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S414838	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S415189	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N2372	5.269	2.387
S419107	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S421809	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S42633	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S455320	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S482085	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S489428	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S490917	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S49292	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S505076	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N9753,N5677,N8662,N9028	13.692	13.14
S507343	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S524015	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S528885	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S531684	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S553913	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S559226	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S582832	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S599357	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S600079	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S600877	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S607333	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S622759	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S625801	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S633374	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.423	3.177
S646424	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S649302	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S653044	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S661572	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S666066	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(5,5);p(6,5);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.731	3.306
S673562	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S680947	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S699104	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N9753,N4337	6.654	4.599
S701323	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S702215	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S717976	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S722906	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S727474	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S738760	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S748157	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N7734,N3278,N5783	13.423	3.177
S74893	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S75262	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S76694	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S767416	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S769114	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S773407	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S776069	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S781012	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S78642	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,4);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	9.462	0.153
S795207	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S818256	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S826168	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S852951	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S854503	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	7.462	4.054
S858712	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S882638	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S890803	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S896860	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S898785	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S913185	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S926415	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N9753,N4337	7.731	6.973
S932984	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S934665	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(0,4);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N3964,N9700,N8187	11.692	7.013
S94248	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S952115	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S97579	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S976844	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S981207	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S983016	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S983809	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N651	3.269	0.409
S989739	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S990120	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N8301,N1222,N4585,N7756	6.462	1.612
S994778	museum	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);	N6665,N4368,N3808,N3961,N6042,N6726,N5811	7.923	0.17
S11135	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
S123177	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
S126242	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
S14208	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
S156147	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N943,N7351,N5598	7.448	2.509
S16432	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
S164546	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
S166242	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);	N2990,N6103,N9806,N1938,N2636,N8461,N7497	11.379	5.078
S180888	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N943,N7351,N5598	7.448	2.509
S185508	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);	N2990,N6103,N9806,N1938,N2636,N8197,N3230,N4495	12.517	0.843
S191334	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);	N2990,N6103,N9806,N943,N8963,N3878	7.69	2.787
S20545	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);	N2990,N6103,N9806,N1938,N2636,N8461,N7497	11.379	5.078
S224593	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
S235282	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N943,N7351,N5598	7.448	2.509
S247056	ikea	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);	N2990,N6103,N9806,N1938,N2636,N8197,N559	11.138	4.781
